date,price_forecast,base_dif,base_dif_per,punta_precio,punta_dif,punta_dif_per,request_time
2022-02-28,256.39,-1.1,-0.43,267.0,-1.15,-0.43,2022-01-06 06:00:02.260685+00:00
2022-01-07,215.86,2.88,1.35,232.15,10.36,4.67,2022-01-07 06:00:01.785063+00:00
2022-01-08,201.52,0.0,0.0,,,,2022-01-07 06:00:01.785063+00:00
2022-01-09,163.44,0.0,0.0,,,,2022-01-07 06:00:01.785063+00:00
2022-01-10,253.0,1.1,0.44,263.47,1.15,0.44,2022-01-07 06:00:01.785063+00:00
2022-01-11,253.0,1.1,0.44,263.47,1.15,0.44,2022-01-07 06:00:01.785063+00:00
2022-01-12,253.0,1.1,0.44,263.47,1.15,0.44,2022-01-07 06:00:01.785063+00:00
2022-01-13,253.0,1.1,0.44,263.47,1.15,0.44,2022-01-07 06:00:01.785063+00:00
2022-01-14,253.0,1.1,0.44,263.47,1.15,0.44,2022-01-07 06:00:01.785063+00:00
2022-01-15,190.5,0.83,0.44,,,,2022-01-07 06:00:01.785063+00:00
2022-01-16,154.48,0.67,0.44,,,,2022-01-07 06:00:01.785063+00:00
2022-01-17,206.8,-1.1,-0.53,215.36,-1.14,-0.53,2022-01-07 06:00:01.785063+00:00
2022-01-18,206.8,-1.1,-0.53,215.36,-1.14,-0.53,2022-01-07 06:00:01.785063+00:00
2022-01-19,206.8,-1.1,-0.53,215.36,-1.14,-0.53,2022-01-07 06:00:01.785063+00:00
2022-01-20,206.8,-1.1,-0.53,215.36,-1.14,-0.53,2022-01-07 06:00:01.785063+00:00
2022-01-21,206.8,-1.1,-0.53,215.36,-1.14,-0.53,2022-01-07 06:00:01.785063+00:00
2022-01-22,155.71,-0.83,-0.53,,,,2022-01-07 06:00:01.785063+00:00
2022-01-23,126.27,-0.67,-0.53,,,,2022-01-07 06:00:01.785063+00:00
2022-01-24,253.17,-1.1,-0.43,263.65,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-01-25,253.17,-1.1,-0.43,263.65,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-01-26,253.17,-1.1,-0.43,263.65,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-01-27,253.17,-1.1,-0.43,263.65,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-01-28,253.17,-1.1,-0.43,263.65,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-01-29,190.62,-0.83,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-01-30,154.58,-0.67,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-01-31,254.89,-1.1,-0.43,265.44,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-01,254.89,-1.1,-0.43,265.44,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-02,254.89,-1.1,-0.43,265.44,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-03,254.89,-1.1,-0.43,265.44,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-04,254.89,-1.1,-0.43,265.44,-1.14,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-05,191.9,-0.83,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-02-06,155.63,-0.67,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-02-07,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-08,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-09,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-10,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-11,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-12,192.2,-0.83,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-02-13,155.88,-0.67,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-02-14,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-15,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-16,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-17,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-18,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-19,192.2,-0.83,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-02-20,155.88,-0.67,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-02-21,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-22,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-23,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-24,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-25,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-02-26,192.2,-0.83,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-02-27,155.88,-0.67,-0.43,,,,2022-01-07 06:00:01.785063+00:00
2022-02-28,255.29,-1.1,-0.43,265.85,-1.15,-0.43,2022-01-07 06:00:01.785063+00:00
2022-01-08,203.45,1.93,0.96,,,,2022-01-08 06:00:01.779704+00:00
2022-01-09,151.0,-12.44,-7.61,,,,2022-01-08 06:00:01.779704+00:00
2022-01-10,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-11,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-12,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-13,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-14,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-15,180.56,-9.94,-5.22,,,,2022-01-08 06:00:01.779704+00:00
2022-01-16,146.42,-8.06,-5.22,,,,2022-01-08 06:00:01.779704+00:00
2022-01-17,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-08 06:00:01.779704+00:00
2022-01-18,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-08 06:00:01.779704+00:00
2022-01-19,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-08 06:00:01.779704+00:00
2022-01-20,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-08 06:00:01.779704+00:00
2022-01-21,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-08 06:00:01.779704+00:00
2022-01-22,145.77,-9.94,-6.38,,,,2022-01-08 06:00:01.779704+00:00
2022-01-23,118.21,-8.06,-6.38,,,,2022-01-08 06:00:01.779704+00:00
2022-01-24,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-25,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-26,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-27,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-28,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-08 06:00:01.779704+00:00
2022-01-29,180.68,-9.94,-5.21,,,,2022-01-08 06:00:01.779704+00:00
2022-01-30,146.52,-8.06,-5.21,,,,2022-01-08 06:00:01.779704+00:00
2022-01-31,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-08 06:00:01.779704+00:00
2022-02-01,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-08 06:00:01.779704+00:00
2022-02-02,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-08 06:00:01.779704+00:00
2022-02-03,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-08 06:00:01.779704+00:00
2022-02-04,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-08 06:00:01.779704+00:00
2022-02-05,181.96,-9.94,-5.18,,,,2022-01-08 06:00:01.779704+00:00
2022-02-06,147.57,-8.06,-5.18,,,,2022-01-08 06:00:01.779704+00:00
2022-02-07,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-08,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-09,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-10,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-11,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-12,182.27,-9.93,-5.17,,,,2022-01-08 06:00:01.779704+00:00
2022-02-13,147.82,-8.06,-5.17,,,,2022-01-08 06:00:01.779704+00:00
2022-02-14,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-15,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-16,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-17,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-18,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-19,182.27,-9.93,-5.17,,,,2022-01-08 06:00:01.779704+00:00
2022-02-20,147.82,-8.06,-5.17,,,,2022-01-08 06:00:01.779704+00:00
2022-02-21,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-22,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-23,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-24,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-25,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-02-26,182.27,-9.93,-5.17,,,,2022-01-08 06:00:01.779704+00:00
2022-02-27,147.82,-8.06,-5.17,,,,2022-01-08 06:00:01.779704+00:00
2022-02-28,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-08 06:00:01.779704+00:00
2022-01-08,203.45,1.93,0.96,,,,2022-01-09 06:00:01.590743+00:00
2022-01-09,151.0,-12.44,-7.61,,,,2022-01-09 06:00:01.590743+00:00
2022-01-10,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-11,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-12,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-13,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-14,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-15,180.56,-9.94,-5.22,,,,2022-01-09 06:00:01.590743+00:00
2022-01-16,146.42,-8.06,-5.22,,,,2022-01-09 06:00:01.590743+00:00
2022-01-17,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-09 06:00:01.590743+00:00
2022-01-18,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-09 06:00:01.590743+00:00
2022-01-19,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-09 06:00:01.590743+00:00
2022-01-20,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-09 06:00:01.590743+00:00
2022-01-21,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-09 06:00:01.590743+00:00
2022-01-22,145.77,-9.94,-6.38,,,,2022-01-09 06:00:01.590743+00:00
2022-01-23,118.21,-8.06,-6.38,,,,2022-01-09 06:00:01.590743+00:00
2022-01-24,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-25,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-26,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-27,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-28,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-09 06:00:01.590743+00:00
2022-01-29,180.68,-9.94,-5.21,,,,2022-01-09 06:00:01.590743+00:00
2022-01-30,146.52,-8.06,-5.21,,,,2022-01-09 06:00:01.590743+00:00
2022-01-31,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-09 06:00:01.590743+00:00
2022-02-01,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-09 06:00:01.590743+00:00
2022-02-02,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-09 06:00:01.590743+00:00
2022-02-03,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-09 06:00:01.590743+00:00
2022-02-04,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-09 06:00:01.590743+00:00
2022-02-05,181.96,-9.94,-5.18,,,,2022-01-09 06:00:01.590743+00:00
2022-02-06,147.57,-8.06,-5.18,,,,2022-01-09 06:00:01.590743+00:00
2022-02-07,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-08,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-09,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-10,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-11,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-12,182.27,-9.93,-5.17,,,,2022-01-09 06:00:01.590743+00:00
2022-02-13,147.82,-8.06,-5.17,,,,2022-01-09 06:00:01.590743+00:00
2022-02-14,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-15,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-16,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-17,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-18,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-19,182.27,-9.93,-5.17,,,,2022-01-09 06:00:01.590743+00:00
2022-02-20,147.82,-8.06,-5.17,,,,2022-01-09 06:00:01.590743+00:00
2022-02-21,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-22,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-23,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-24,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-25,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-02-26,182.27,-9.93,-5.17,,,,2022-01-09 06:00:01.590743+00:00
2022-02-27,147.82,-8.06,-5.17,,,,2022-01-09 06:00:01.590743+00:00
2022-02-28,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-09 06:00:01.590743+00:00
2022-01-08,203.45,1.93,0.96,,,,2022-01-10 06:00:02.349286+00:00
2022-01-09,151.0,-12.44,-7.61,,,,2022-01-10 06:00:02.349286+00:00
2022-01-10,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-11,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-12,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-13,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-14,239.8,-13.2,-5.22,249.72,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-15,180.56,-9.94,-5.22,,,,2022-01-10 06:00:02.349286+00:00
2022-01-16,146.42,-8.06,-5.22,,,,2022-01-10 06:00:02.349286+00:00
2022-01-17,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-10 06:00:02.349286+00:00
2022-01-18,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-10 06:00:02.349286+00:00
2022-01-19,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-10 06:00:02.349286+00:00
2022-01-20,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-10 06:00:02.349286+00:00
2022-01-21,193.6,-13.2,-6.38,201.61,-13.75,-6.38,2022-01-10 06:00:02.349286+00:00
2022-01-22,145.77,-9.94,-6.38,,,,2022-01-10 06:00:02.349286+00:00
2022-01-23,118.21,-8.06,-6.38,,,,2022-01-10 06:00:02.349286+00:00
2022-01-24,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-25,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-26,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-27,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-28,239.97,-13.2,-5.21,249.9,-13.75,-5.22,2022-01-10 06:00:02.349286+00:00
2022-01-29,180.68,-9.94,-5.21,,,,2022-01-10 06:00:02.349286+00:00
2022-01-30,146.52,-8.06,-5.21,,,,2022-01-10 06:00:02.349286+00:00
2022-01-31,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-10 06:00:02.349286+00:00
2022-02-01,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-10 06:00:02.349286+00:00
2022-02-02,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-10 06:00:02.349286+00:00
2022-02-03,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-10 06:00:02.349286+00:00
2022-02-04,241.69,-13.2,-5.18,251.69,-13.75,-5.18,2022-01-10 06:00:02.349286+00:00
2022-02-05,181.96,-9.94,-5.18,,,,2022-01-10 06:00:02.349286+00:00
2022-02-06,147.57,-8.06,-5.18,,,,2022-01-10 06:00:02.349286+00:00
2022-02-07,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-08,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-09,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-10,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-11,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-12,182.27,-9.93,-5.17,,,,2022-01-10 06:00:02.349286+00:00
2022-02-13,147.82,-8.06,-5.17,,,,2022-01-10 06:00:02.349286+00:00
2022-02-14,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-15,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-16,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-17,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-18,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-19,182.27,-9.93,-5.17,,,,2022-01-10 06:00:02.349286+00:00
2022-02-20,147.82,-8.06,-5.17,,,,2022-01-10 06:00:02.349286+00:00
2022-02-21,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-22,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-23,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-24,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-25,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-02-26,182.27,-9.93,-5.17,,,,2022-01-10 06:00:02.349286+00:00
2022-02-27,147.82,-8.06,-5.17,,,,2022-01-10 06:00:02.349286+00:00
2022-02-28,242.09,-13.2,-5.17,252.11,-13.74,-5.17,2022-01-10 06:00:02.349286+00:00
2022-01-11,223.16,-16.64,-6.94,229.9,-19.82,-7.94,2022-01-11 06:00:02.393559+00:00
2022-01-12,223.16,-16.64,-6.94,228.18,-21.54,-8.63,2022-01-11 06:00:02.393559+00:00
2022-01-13,223.16,-16.64,-6.94,228.18,-21.54,-8.63,2022-01-11 06:00:02.393559+00:00
2022-01-14,223.16,-16.64,-6.94,228.18,-21.54,-8.63,2022-01-11 06:00:02.393559+00:00
2022-01-15,176.9,-3.66,-2.03,,,,2022-01-11 06:00:02.393559+00:00
2022-01-16,150.08,3.66,2.5,,,,2022-01-11 06:00:02.393559+00:00
2022-01-17,179.65,-13.95,-7.21,183.69,-17.92,-8.89,2022-01-11 06:00:02.393559+00:00
2022-01-18,179.65,-13.95,-7.21,183.69,-17.92,-8.89,2022-01-11 06:00:02.393559+00:00
2022-01-19,179.65,-13.95,-7.21,183.69,-17.92,-8.89,2022-01-11 06:00:02.393559+00:00
2022-01-20,179.65,-13.95,-7.21,183.69,-17.92,-8.89,2022-01-11 06:00:02.393559+00:00
2022-01-21,179.65,-13.95,-7.21,183.69,-17.92,-8.89,2022-01-11 06:00:02.393559+00:00
2022-01-22,144.57,-1.2,-0.82,,,,2022-01-11 06:00:02.393559+00:00
2022-01-23,122.65,4.44,3.76,,,,2022-01-11 06:00:02.393559+00:00
2022-01-24,225.13,-14.84,-6.18,230.19,-19.71,-7.89,2022-01-11 06:00:02.393559+00:00
2022-01-25,225.13,-14.84,-6.18,230.19,-19.71,-7.89,2022-01-11 06:00:02.393559+00:00
2022-01-26,225.13,-14.84,-6.18,230.19,-19.71,-7.89,2022-01-11 06:00:02.393559+00:00
2022-01-27,225.13,-14.84,-6.18,230.19,-19.71,-7.89,2022-01-11 06:00:02.393559+00:00
2022-01-28,225.13,-14.84,-6.18,230.19,-19.71,-7.89,2022-01-11 06:00:02.393559+00:00
2022-01-29,181.18,0.5,0.28,,,,2022-01-11 06:00:02.393559+00:00
2022-01-30,153.7,7.18,4.9,,,,2022-01-11 06:00:02.393559+00:00
2022-01-31,226.82,-14.87,-6.15,231.92,-19.77,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-01,226.82,-14.87,-6.15,231.92,-19.77,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-02,226.82,-14.87,-6.15,231.92,-19.77,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-03,226.82,-14.87,-6.15,231.92,-19.77,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-04,226.82,-14.87,-6.15,231.92,-19.77,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-05,182.53,0.57,0.31,,,,2022-01-11 06:00:02.393559+00:00
2022-02-06,154.85,7.28,4.93,,,,2022-01-11 06:00:02.393559+00:00
2022-02-07,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-08,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-09,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-10,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-11,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-12,182.83,0.56,0.31,,,,2022-01-11 06:00:02.393559+00:00
2022-02-13,155.12,7.3,4.94,,,,2022-01-11 06:00:02.393559+00:00
2022-02-14,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-15,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-16,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-17,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-18,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-19,182.83,0.56,0.31,,,,2022-01-11 06:00:02.393559+00:00
2022-02-20,155.12,7.3,4.94,,,,2022-01-11 06:00:02.393559+00:00
2022-02-21,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-22,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-23,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-24,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-25,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-02-26,182.83,0.56,0.31,,,,2022-01-11 06:00:02.393559+00:00
2022-02-27,155.12,7.3,4.94,,,,2022-01-11 06:00:02.393559+00:00
2022-02-28,227.21,-14.88,-6.15,232.32,-19.79,-7.85,2022-01-11 06:00:02.393559+00:00
2022-01-12,206.07,-17.09,-7.66,212.87,-15.31,-6.71,2022-01-12 06:00:02.430831+00:00
2022-01-13,206.07,-17.09,-7.66,210.7,-17.48,-7.66,2022-01-12 06:00:02.430831+00:00
2022-01-14,206.07,-17.09,-7.66,210.7,-17.48,-7.66,2022-01-12 06:00:02.430831+00:00
2022-01-15,176.9,0.0,0.0,,,,2022-01-12 06:00:02.430831+00:00
2022-01-16,150.08,0.0,0.0,,,,2022-01-12 06:00:02.430831+00:00
2022-01-17,159.69,-19.96,-11.11,163.28,-20.41,-11.11,2022-01-12 06:00:02.430831+00:00
2022-01-18,159.69,-19.96,-11.11,163.28,-20.41,-11.11,2022-01-12 06:00:02.430831+00:00
2022-01-19,159.69,-19.96,-11.11,163.28,-20.41,-11.11,2022-01-12 06:00:02.430831+00:00
2022-01-20,159.69,-19.96,-11.11,163.28,-20.41,-11.11,2022-01-12 06:00:02.430831+00:00
2022-01-21,159.69,-19.96,-11.11,163.28,-20.41,-11.11,2022-01-12 06:00:02.430831+00:00
2022-01-22,128.5,-16.07,-11.12,,,,2022-01-12 06:00:02.430831+00:00
2022-01-23,109.02,-13.63,-11.11,,,,2022-01-12 06:00:02.430831+00:00
