,dia,base_precio,base_dif,base_dif_per,punta_precio,punta_dif,punta_dif_per,request_time
574,2022-02-20,141.49,-13.63,-8.79,,,,2022-01-12 06:00:02.430831+00:00
575,2022-02-21,207.25,-19.96,-8.78,211.91,-20.41,-8.79,2022-01-12 06:00:02.430831+00:00
576,2022-02-22,207.25,-19.96,-8.78,211.91,-20.41,-8.79,2022-01-12 06:00:02.430831+00:00
577,2022-02-23,207.25,-19.96,-8.78,211.91,-20.41,-8.79,2022-01-12 06:00:02.430831+00:00
578,2022-02-24,207.25,-19.96,-8.78,211.91,-20.41,-8.79,2022-01-12 06:00:02.430831+00:00
579,2022-02-25,207.25,-19.96,-8.78,211.91,-20.41,-8.79,2022-01-12 06:00:02.430831+00:00
580,2022-02-26,166.78,-16.05,-8.78,,,,2022-01-12 06:00:02.430831+00:00
581,2022-02-27,141.49,-13.63,-8.79,,,,2022-01-12 06:00:02.430831+00:00
582,2022-02-28,207.25,-19.96,-8.78,211.91,-20.41,-8.79,2022-01-12 06:00:02.430831+00:00
583,2022-01-13,215.11,9.04,4.39,226.48,15.78,7.49,2022-01-13 06:00:02.019193+00:00
584,2022-01-14,215.11,9.04,4.39,219.94,9.24,4.39,2022-01-13 06:00:02.019193+00:00
585,2022-01-15,176.9,0.0,0.0,,,,2022-01-13 06:00:02.019193+00:00
586,2022-01-16,150.08,0.0,0.0,,,,2022-01-13 06:00:02.019193+00:00
587,2022-01-17,152.14,-7.55,-4.73,155.56,-7.72,-4.73,2022-01-13 06:00:02.019193+00:00
588,2022-01-18,152.14,-7.55,-4.73,155.56,-7.72,-4.73,2022-01-13 06:00:02.019193+00:00
589,2022-01-19,152.14,-7.55,-4.73,155.56,-7.72,-4.73,2022-01-13 06:00:02.019193+00:00
590,2022-01-20,152.14,-7.55,-4.73,155.56,-7.72,-4.73,2022-01-13 06:00:02.019193+00:00
591,2022-01-21,152.14,-7.55,-4.73,155.56,-7.72,-4.73,2022-01-13 06:00:02.019193+00:00
592,2022-01-22,122.42,-6.08,-4.73,,,,2022-01-13 06:00:02.019193+00:00
593,2022-01-23,103.86,-5.16,-4.73,,,,2022-01-13 06:00:02.019193+00:00
594,2022-01-24,197.62,-7.55,-3.68,202.06,-7.72,-3.68,2022-01-13 06:00:02.019193+00:00
595,2022-01-25,197.62,-7.55,-3.68,202.06,-7.72,-3.68,2022-01-13 06:00:02.019193+00:00
596,2022-01-26,197.62,-7.55,-3.68,202.06,-7.72,-3.68,2022-01-13 06:00:02.019193+00:00
597,2022-01-27,197.62,-7.55,-3.68,202.06,-7.72,-3.68,2022-01-13 06:00:02.019193+00:00
598,2022-01-28,197.62,-7.55,-3.68,202.06,-7.72,-3.68,2022-01-13 06:00:02.019193+00:00
599,2022-01-29,159.03,-6.08,-3.68,,,,2022-01-13 06:00:02.019193+00:00
600,2022-01-30,134.91,-5.16,-3.68,,,,2022-01-13 06:00:02.019193+00:00
601,2022-01-31,199.3,-7.56,-3.65,203.78,-7.73,-3.65,2022-01-13 06:00:02.019193+00:00
602,2022-02-01,199.3,-7.56,-3.65,203.78,-7.73,-3.65,2022-01-13 06:00:02.019193+00:00
603,2022-02-02,199.3,-7.56,-3.65,203.78,-7.73,-3.65,2022-01-13 06:00:02.019193+00:00
604,2022-02-03,199.3,-7.56,-3.65,203.78,-7.73,-3.65,2022-01-13 06:00:02.019193+00:00
605,2022-02-04,199.3,-7.56,-3.65,203.78,-7.73,-3.65,2022-01-13 06:00:02.019193+00:00
606,2022-02-05,160.38,-6.08,-3.65,,,,2022-01-13 06:00:02.019193+00:00
607,2022-02-06,136.06,-5.16,-3.65,,,,2022-01-13 06:00:02.019193+00:00
608,2022-02-07,199.69,-7.55,-3.64,204.18,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
609,2022-02-08,199.69,-7.55,-3.64,204.18,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
610,2022-02-09,199.69,-7.55,-3.64,204.18,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
611,2022-02-10,199.69,-7.55,-3.64,204.18,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
612,2022-02-11,199.69,-7.55,-3.64,204.18,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
613,2022-02-12,160.69,-6.08,-3.65,,,,2022-01-13 06:00:02.019193+00:00
614,2022-02-13,136.32,-5.17,-3.65,,,,2022-01-13 06:00:02.019193+00:00
615,2022-02-14,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
616,2022-02-15,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
617,2022-02-16,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
618,2022-02-17,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
619,2022-02-18,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
620,2022-02-19,160.7,-6.08,-3.65,,,,2022-01-13 06:00:02.019193+00:00
621,2022-02-20,136.34,-5.15,-3.64,,,,2022-01-13 06:00:02.019193+00:00
622,2022-02-21,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
623,2022-02-22,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
624,2022-02-23,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
625,2022-02-24,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
626,2022-02-25,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
627,2022-02-26,160.7,-6.08,-3.65,,,,2022-01-13 06:00:02.019193+00:00
628,2022-02-27,136.34,-5.15,-3.64,,,,2022-01-13 06:00:02.019193+00:00
629,2022-02-28,199.7,-7.55,-3.64,204.19,-7.72,-3.64,2022-01-13 06:00:02.019193+00:00
